1844.6 -1148.18 -3988.7 177.891 1
2213.95 605.395 -3996.59 103.666 1
2223.59 603.747 -3997.47 105.772 1
1895.77 101.76 -3994.37 120.978 1
2222.28 2164.48 -873.269 139.77 1
2222.49 2164 -872.908 139.024 1
2224.54 2162.4 -872.068 144.019 1
3083.45 350.213 -3887.98 135.514 1
3083.45 351.125 -3895.32 135.793 1
3083.96 342.542 -3883.4 135.89 1
2519.92 650.441 -3991.56 109.01 1
2828.45 531.741 -3997.34 121.641 1
2837.72 540.764 -3991.91 123.87 1
2843.78 541.692 -3993.13 124.736 1
2835.18 541.425 -3995.31 127.267 1
2209.87 541.008 -3995.68 105.573 1
2208.51 539.753 -3995.14 109.836 1
2206.71 535.507 -3992.62 107.631 1
2210.95 534.931 -3988.43 112.154 1
1898.46 -395.495 -3994.66 141.49 1
2220.37 2166.18 -749.691 148.207 1
2385.14 1987.58 -3406.58 69.8285 1
2384.71 1992.94 -3403.13 67.1773 1
2385.29 1989.11 -3406.48 69.7561 1
2385.62 1980.43 -3404.38 68.7303 1
2018.56 408.192 -3992.62 109.995 1
2090.07 2299.54 -1680.28 102.849 1
2081.73 2302.7 -1674.32 104.434 1
2084.46 2297.26 -1676.08 106.832 1
2081.53 2304.7 -1673.56 106.032 1
2035.99 2337 -3091.38 54.024 1
2034.37 2341.31 -3085.96 54.0575 1
2039.88 2338.01 -3098.48 53.6639 1
2043.37 2343.51 -3101.76 82.5165 1
2045.58 2338.64 -3100.82 87.1062 1
1942.84 2415.99 -2779.5 59.7973 1
2955.21 954.347 -3840.43 113.745 1
2953.53 959.885 -3834.88 115.149 1
2958.54 955.138 -3842.39 116.515 1
2957.02 956.058 -3820.28 115.69 1
2960.79 951.738 -3818.44 113.047 1
2148.91 475.297 -3989.8 107.682 1
2147.09 476.444 -3992.29 109.946 1
2149.17 479.09 -3994.49 110.819 1
2147.92 479.206 -3997 111.695 1
1987.85 2384.94 -2290.9 75.9017 1
1991.36 2382.43 -2295.23 77.5883 1
1990.03 2380.97 -2910.87 54.9976 1
1987.3 2387.51 -2901.37 53.8169 1
1989.01 2378.85 -2902.86 57.2443 1
1992.87 2375.25 -2906.42 59.5029 1
1993.87 2374.41 -2903.97 56.8942 1
1992.94 2375.09 -2905.87 60.1403 1
1988.24 2391.32 -2905.23 64.6123 1
2391.79 652.81 -3996.51 106.712 1
2406.4 661.831 -3988.19 105.884 1
2394.72 661.489 -3992.52 109.343 1
1899.19 -84.0199 -3992.57 129.969 1
2641.24 1632.52 -3574.99 84.1418 1
2640.99 1637.41 -3590.53 85.5055 1
2638.01 1630.96 -3585.34 87.7201 1
2641.29 1623.83 -3584.86 87.2864 1
2089.06 536.795 -3988.16 105.786 1
2089.79 538.018 -3988.77 104.286 1
2099.41 535.788 -3990.2 104.073 1
2090.54 538.683 -3989.15 107.611 1
1988.54 2390.65 -2722.56 59.6298 1
1991.42 2391.18 -2726.74 62.1785 1
1988.29 2387.92 -2724.02 60.6077 1
1998.14 2381.83 -2730.68 62.0297 1
1992.51 2386.81 -2729.16 61.8394 1
1989.17 2384.78 -2725.85 59.7113 1
1988.36 2386.23 -2724.55 64.0726 1
2507.74 1840.63 -3472.38 74.1341 1
2501.58 1848.22 -3461.54 74.9621 1
2503.83 1839.61 -3470.59 75.6059 1
2499.01 1841.91 -3463.64 75.0028 1
2503.79 1835.82 -3450.45 78.2725 1
1940.91 2419.27 -2722.6 62.8578 1
2027.29 -2081.37 -3991.94 214.534 1
2033.27 -2084.83 -3989.11 216.969 1
2024.75 -2085.31 -3989.04 215.203 1
2303.72 2086.98 -3342.23 65.452 1
2304.67 2075.14 -3341.45 62.4615 1
2459.34 659.326 -3989.1 107.88 1
2469.07 663.252 -3989.19 109.31 1
2080.28 2303.33 -3152.35 53.4354 1
2082.45 2297.87 -3156.58 55.1026 1
2084.26 2293.35 -3151.66 52.6134 1
2099.91 2292.21 -3149 73.0306 1
2715.26 542.601 -3994.46 118.152 1
2712.19 542.585 -3996.51 121.858 1
2718.62 539.719 -3990.34 123.16 1
2718.81 538.375 -3989.19 123.369 1
2093.07 480.583 -3995.9 104.659 1
2086.63 479.613 -3996.18 106.381 1
2089.67 476.02 -3989.12 105.332 1
2084.12 474.97 -3991.32 107.686 1
2089.29 470.476 -3986.73 108.009 1
2092.21 479.948 -3993.89 108.664 1
2035.16 2350.4 -1977.04 91.7669 1
2034.24 2343.62 -1973.13 89.8804 1
2039.46 2338.98 -1986.6 91.1464 1
2036.54 2340.19 -1984.34 91.964 1
2046.07 2338.09 -1988.37 91.1022 1
2019.72 -88.7934 -3992.21 125.294 1
2017.1 -95.7241 -3996.04 131.458 1
2029.62 -89.4626 -3987.02 127.882 1
2023.16 -83.5623 -3994.3 127.99 1
2036.85 -83.5886 -3997.02 127.348 1
